TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.bookkeeper.bookie.BufferedChannel,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8112775312294543,630,348
